Func_id,Func_name,MMB1,MMB2,MSB1,MSB2,Sum
COG4174,"ABC-type uncharacterized transport system, permease component",0,6,0,1,7
COG4175,"ABC-type proline/glycine betaine transport system, ATPase component",0,3,0,0,3
COG4176,"ABC-type proline/glycine betaine transport system, permease component",0,5,0,0,5
COG4177,"ABC-type branched-chain amino acid transport system, permease component",1,7,16,8,32
COG4178,"ABC-type uncharacterized transport system, permease and ATPase components",0,3,0,1,4
COG4181,"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component",0,1,0,1,2
COG4185,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4186,Predicted phosphoesterase or phosphohydrolase,0,2,0,1,3
COG4187,Arginine degradation protein (predicted deacylase),0,0,0,0,0
COG4188,Predicted dienelactone hydrolase,0,0,0,0,0
COG4189,Predicted transcriptional regulator,0,0,0,0,0
COG4190,Predicted transcriptional regulator,0,0,0,0,0
COG4191,Signal transduction histidine kinase regulating C4-dicarboxylate transport system,6,24,2,24,56
COG4192,Signal transduction histidine kinase regulating phosphoglycerate transport system,0,0,0,0,0
COG4193,Beta- N-acetylglucosaminidase,0,0,0,0,0
COG4194,Predicted membrane protein,0,0,0,0,0
COG4195,Phage-related replication protein,0,0,0,0,0
COG4196,Uncharacterized protein conserved in bacteria,0,2,0,1,3
COG4197,"Uncharacterized protein conserved in bacteria, prophage-related",0,2,0,0,2
COG4198,Uncharacterized conserved protein,0,1,0,0,1
COG4199,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4200,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4206,Outer membrane cobalamin receptor protein,1,8,0,9,18
COG4208,"ABC-type sulfate transport system, permease component",0,1,0,1,2
COG4209,"ABC-type polysaccharide transport system, permease component",0,0,0,0,0
COG4211,"ABC-type glucose/galactose transport system, permease component",0,0,0,0,0
COG4213,"ABC-type xylose transport system, periplasmic component",0,0,13,3,16
COG4214,"ABC-type xylose transport system, permease component",0,0,26,3,29
COG4215,"ABC-type arginine transport system, permease component",0,8,0,0,8
COG4218,"Tetrahydromethanopterin S-methyltransferase, subunit F",0,0,0,0,0
COG4219,"Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component",1,1,0,1,3
COG4220,"Phage DNA packaging protein, Nu1 subunit of terminase",0,0,0,0,0
COG4221,Short-chain alcohol dehydrogenase of unknown specificity,0,19,61,47,127
COG4222,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4223,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4224,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4225,"Predicted unsaturated glucuronyl hydrolase involved in regulation of bacterial surface properties, and related proteins",0,0,0,0,0
COG4226,Uncharacterized protein encoded in hypervariable junctions of pilus gene clusters,0,0,0,0,0
COG4227,Antirestriction protein,0,3,0,0,3
COG4228,Mu-like prophage DNA circulation protein,0,1,0,0,1
COG4229,Predicted enolase-phosphatase,0,3,0,2,5
COG4230,Delta 1-pyrroline-5-carboxylate dehydrogenase,0,2,1,0,3
COG4231,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",0,1,0,4,5
COG4232,Thiol:disulfide interchange protein,0,4,0,1,5
COG4233,Uncharacterized protein predicted to be involved in C-type cytochrome biogenesis,0,0,0,0,0
COG4235,Cytochrome c biogenesis factor,0,4,0,0,4
COG4237,Hydrogenase 4 membrane component (E),0,0,0,0,0
COG4238,Murein lipoprotein,0,0,0,0,0
COG4239,"ABC-type uncharacterized transport system, permease component",0,3,0,5,8
COG4240,Predicted kinase,0,0,0,0,0
COG4241,Predicted membrane protein,0,0,0,0,0
COG4242,Cyanophycinase and related exopeptidases,0,1,13,4,18
COG4243,Predicted membrane protein,0,1,16,0,17
COG4244,Predicted membrane protein,0,0,0,0,0
COG4245,"Uncharacterized protein encoded in toxicity protection region of plasmid R478, contains von Willebrand factor (vWF) domain",0,0,0,0,0
COG4246,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4247,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase),0,0,0,1,1
COG4248,Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains,0,0,0,0,0
COG4249,Uncharacterized protein containing caspase domain,0,0,0,1,1
COG4250,Predicted sensor protein/domain,0,0,0,0,0
COG4251,Bacteriophytochrome (light-regulated signal transduction histidine kinase),0,0,0,6,6
COG4252,Predicted transmembrane sensor domain,0,0,0,0,0
COG4253,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4254,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4255,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4256,Hemin uptake protein,0,0,0,0,0
COG4257,Streptogramin lyase,0,0,1,7,8
COG4258,Predicted exporter,0,1,0,0,1
COG4259,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4260,Putative virion core protein (lumpy skin disease virus),0,1,0,4,5
COG4261,Predicted acyltransferase,0,2,0,1,3
COG4262,Predicted spermidine synthase with an N-terminal membrane domain,0,0,0,1,1
COG4263,Nitrous oxide reductase,0,1,0,2,3
COG4264,Siderophore synthetase component,0,5,11,1,17
COG4266,Allantoicase,0,3,0,4,7
COG4267,Predicted membrane protein,0,0,0,0,0
COG4268,McrBC 5-methylcytosine restriction system component,0,0,0,0,0
COG4269,Predicted membrane protein,0,0,0,0,0
COG4270,Predicted membrane protein,0,0,14,0,14
COG4271,Predicted nucleotide-binding protein containing TIR -like domain,0,0,0,1,1
COG4272,Predicted membrane protein,0,0,0,0,0
COG4273,Uncharacterized conserved protein,0,1,0,0,1
COG4274,Uncharacterized conserved protein,0,1,0,5,6
COG4275,Uncharacterized conserved protein,0,1,0,4,5
COG4276,Uncharacterized conserved protein,0,0,10,7,17
COG4277,Predicted DNA-binding protein with the Helix-hairpin-helix motif,0,0,0,0,0
COG4278,Uncharacterized conserved protein,0,0,0,0,0
COG4279,Uncharacterized conserved protein,0,0,0,0,0
COG4280,Predicted membrane protein,0,0,0,0,0
COG4281,Acyl-CoA-binding protein,0,0,0,0,0
COG4282,"Protein involved in beta-1,3-glucan synthesis",0,0,0,0,0
COG4283,Uncharacterized conserved protein,0,0,0,0,0
COG4284,UDP-glucose pyrophosphorylase,0,0,0,0,0
COG4285,Uncharacterized conserved protein,0,0,0,0,0
COG4286,Uncharacterized conserved protein related to MYG1 family,0,0,0,0,0
COG4287,PhoPQ-activated pathogenicity-related protein,0,1,0,0,1
COG4288,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4289,Uncharacterized protein conserved in bacteria,8,0,0,2,10
COG4290,Guanyl-specific ribonuclease Sa,0,0,0,0,0
COG4291,Predicted membrane protein,0,2,0,0,2
COG4292,Predicted membrane protein,0,0,1,3,4
COG4293,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG4294,UV damage repair endonuclease,0,0,0,0,0
COG4295,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4296,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4297,Uncharacterized protein containing double-stranded beta helix domain,0,0,0,1,1
COG4298,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4299,Uncharacterized conserved protein,1,3,0,1,5
COG4300,"Predicted permease, cadmium resistance protein",0,0,1,0,1
COG4301,Uncharacterized conserved protein,1,4,0,3,8
COG4302,"Ethanolamine ammonia-lyase, small subunit",0,1,0,0,1
COG4303,"Ethanolamine ammonia-lyase, large subunit",0,2,0,0,2
COG4304,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4305,Endoglucanase C-terminal domain/subunit and related proteins,0,0,0,0,0
COG4306,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4307,Uncharacterized protein conserved in bacteria,0,3,0,0,3
COG4308,"Limonene-1,2-epoxide hydrolase",0,0,0,0,0
COG4309,Uncharacterized conserved protein,0,0,16,1,17
COG4310,Uncharacterized protein conserved in bacteria with an aminopeptidase-like domain,0,0,0,0,0
COG4311,Sarcosine oxidase delta subunit,0,3,13,1,17
COG4312,Uncharacterized protein conserved in bacteria,4,1,3,10,18
COG4313,Protein involved in meta-pathway of phenol degradation,0,3,0,0,3
COG4314,Predicted lipoprotein involved in nitrous oxide reduction,0,1,0,0,1
COG4315,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG4316,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4317,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4318,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4319,Ketosteroid isomerase homolog,0,1,0,6,7
COG4320,Uncharacterized protein conserved in bacteria,0,0,1,2,3
COG4321,Uncharacterized protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis,0,1,0,1,2
COG4322,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4323,Predicted membrane protein,0,1,0,0,1
COG4324,Predicted aminopeptidase,0,1,0,0,1
COG4325,Predicted membrane protein,0,0,0,1,1
COG4326,Sporulation control protein,0,0,0,0,0
COG4327,Predicted membrane protein,0,0,0,0,0
COG4328,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4329,Predicted membrane protein,0,0,0,0,0
COG4330,Predicted membrane protein,0,0,0,1,1
COG4331,Predicted membrane protein,0,0,15,3,18
COG4332,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4333,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG4334,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4335,DNA alkylation repair enzyme,0,1,15,0,16
COG4336,Uncharacterized conserved protein,4,1,15,1,21
COG4337,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4338,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4339,Uncharacterized protein conserved in bacteria,0,0,15,1,16
COG4340,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4341,Predicted HD phosphohydrolase,0,1,0,1,2
COG4342,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG4343,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG4344,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG4345,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG4346,Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase,0,0,0,0,0
COG4347,Predicted membrane protein,0,0,0,0,0
COG4352,Ribosomal protein L13E,0,0,0,0,0
COG4353,Uncharacterized conserved protein,0,0,0,0,0
COG4354,Predicted bile acid beta-glucosidase,0,0,0,0,0
COG4357,Uncharacterized conserved protein,0,0,13,1,14
COG4359,"Uncharacterized conserved protein, possibly involved in methylthioadenosine recycling",0,0,0,0,0
COG4360,"ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)",0,0,0,0,0
COG4362,"Nitric oxide synthase, oxygenase domain",0,0,0,0,0
COG4365,Uncharacterized protein conserved in bacteria,0,1,0,4,5
COG4367,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4370,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4371,Predicted membrane protein,0,0,0,0,0
COG4372,Uncharacterized protein conserved in bacteria with the myosin-like domain,0,0,0,0,0
COG4373,Mu-like prophage FluMu protein gp28,0,0,0,0,0
COG4374,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4377,Predicted membrane protein,0,0,0,0,0
COG4378,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4379,Mu-like prophage tail protein gpP,0,2,0,0,2
COG4380,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4381,Mu-like prophage protein gp46,0,0,0,0,0
COG4382,Mu-like prophage protein gp16,0,0,0,0,0
COG4383,Mu-like prophage protein gp29,0,0,0,0,0
COG4384,Mu-like prophage protein gp45,0,1,0,0,1
COG4385,Bacteriophage P2-related tail formation protein,0,0,0,0,0
COG4386,Mu-like prophage tail sheath protein gpL,0,2,0,0,2
COG4387,Mu-like prophage protein gp36,0,0,0,1,1
COG4388,Mu-like prophage I protein,0,0,0,0,0
COG4389,Site-specific recombinase,0,0,0,0,0
COG4390,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4391,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4392,Predicted membrane protein,0,0,0,0,0
COG4393,Predicted membrane protein,0,0,0,0,0
COG4394,Uncharacterized protein conserved in bacteria,0,3,0,0,3
COG4395,Uncharacterized protein conserved in bacteria,1,1,0,0,2
COG4396,Mu-like prophage host-nuclease inhibitor protein Gam,0,0,0,0,0
COG4397,Mu-like prophage major head subunit gpT,0,0,0,0,0
COG4398,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4399,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4401,Chorismate mutase,0,0,0,0,0
COG4402,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG4403,Lantibiotic modifying enzyme,0,0,0,1,1
COG4405,Uncharacterized protein conserved in bacteria,0,0,14,0,14
COG4408,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4409,Neuraminidase (sialidase),0,0,0,0,0
COG4412,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4413,Urea transporter,0,1,0,0,1
COG4416,Mu-like prophage protein Com,0,0,0,0,0
COG4420,Predicted membrane protein,0,2,11,4,17
COG4421,Capsular polysaccharide biosynthesis protein,0,0,0,0,0
COG4422,Bacteriophage protein gp37,0,1,0,0,1
COG4423,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4424,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4425,Predicted membrane protein,0,0,0,0,0
COG4427,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4430,Uncharacterized protein conserved in bacteria,3,0,17,7,27
COG4443,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4445,Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA,0,0,0,0,0
COG4446,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4447,Uncharacterized protein related to plant photosystem II stability/assembly factor,0,7,0,5,12
COG4448,L-asparaginase II,0,1,42,2,45
COG4449,Predicted protease of the Abi (CAAX) family,0,0,0,0,0
COG4451,Ribulose bisphosphate carboxylase small subunit,0,0,0,0,0
COG4452,Inner membrane protein involved in colicin E2 resistance,4,1,0,1,6
COG4453,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4454,Uncharacterized copper-binding protein,0,1,0,0,1
COG4455,Protein of avirulence locus involved in temperature-dependent protein secretion,0,0,0,0,0
COG4456,Virulence-associated protein and related proteins,0,0,0,0,0
COG4457,"Uncharacterized protein conserved in bacteria, putative virulence factor",0,12,0,0,12
COG4458,"Uncharacterized protein conserved in bacteria, putative virulence factor",0,4,0,0,4
COG4459,"Periplasmic nitrate reductase system, NapE component",0,0,0,0,0
COG4460,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4461,"Uncharacterized protein conserved in bacteria, putative lipoprotein",0,1,0,0,1
COG4463,Transcriptional repressor of class III stress genes,0,0,0,0,0
COG4464,Capsular polysaccharide biosynthesis protein,0,0,0,0,0
COG4465,Pleiotropic transcriptional repressor,0,0,0,0,0
COG4466,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4467,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4468,Galactose-1-phosphate uridyltransferase,0,0,0,0,0
COG4469,Competence protein,0,0,0,0,0
COG4470,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4471,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4472,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4473,"Predicted ABC-type exoprotein transport system, permease component",0,0,0,0,0
COG4474,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4475,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4476,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4477,Negative regulator of septation ring formation,0,0,0,0,0
COG4478,Predicted membrane protein,0,0,15,0,15
COG4479,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4481,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4483,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4485,Predicted membrane protein,0,0,0,0,0
COG4487,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG4492,ACT domain-containing protein,0,0,0,0,0
COG4493,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4495,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4496,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4499,Predicted membrane protein,0,0,0,0,0
COG4502,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4506,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4508,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4509,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4512,Membrane protein putatively involved in post-translational modification of the autoinducing quorum-sensing peptide,0,0,0,0,0
COG4517,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4518,Mu-like prophage FluMu protein gp41,0,0,0,0,0
COG4519,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4520,Surface antigen,0,0,0,0,0
COG4521,"ABC-type taurine transport system, periplasmic component",0,3,0,0,3
COG4525,"ABC-type taurine transport system, ATPase component",0,1,0,0,1
COG4529,Uncharacterized protein conserved in bacteria,0,1,26,1,28
COG4530,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG4531,"ABC-type Zn2+ transport system, periplasmic component/surface adhesin",0,2,0,1,3
COG4533,"ABC-type uncharacterized transport system, periplasmic component",0,0,0,1,1
COG4535,Putative Mg2+ and Co2+ transporter CorC,0,2,0,0,2
COG4536,Putative Mg2+ and Co2+ transporter CorB,0,2,4,2,8
COG4537,Competence protein ComGC,0,0,0,0,0
COG4538,Uncharacterized conserved protein,0,0,0,0,0
COG4539,Predicted membrane protein,0,0,0,0,0
COG4540,Phage P2 baseplate assembly protein gpV,0,0,0,0,0
COG4541,Predicted membrane protein,0,0,0,0,0
COG4542,"Protein involved in propanediol utilization, and related proteins (includes coumermycin biosynthetic protein), possible kinase",0,0,0,0,0
COG4544,Uncharacterized conserved protein,0,1,0,0,1
COG4545,Glutaredoxin-related protein,0,0,0,0,0
COG4547,"Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)",0,0,0,0,0
COG4548,Nitric oxide reductase activation protein,0,0,0,1,1
COG4549,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4550,Predicted membrane protein,0,0,0,0,0
COG4551,Predicted protein tyrosine phosphatase,0,0,0,0,0
COG4552,Predicted acetyltransferase involved in intracellular survival and related acetyltransferases,0,0,22,0,22
COG4553,Poly-beta-hydroxyalkanoate depolymerase,0,1,0,1,2
COG4555,"ABC-type Na+ transport system, ATPase component",0,0,0,1,1
COG4558,"ABC-type hemin transport system, periplasmic component",0,3,0,1,4
COG4559,"ABC-type hemin transport system, ATPase component",0,0,0,0,0
COG4564,Signal transduction histidine kinase,0,4,3,2,9
COG4565,Response regulator of citrate/malate metabolism,0,0,70,3,73
COG4566,Response regulator,1,4,0,11,16
COG4567,Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,0,2,0,0,2
COG4568,Transcriptional antiterminator,0,0,0,0,0
COG4569,Acetaldehyde dehydrogenase (acetylating),0,0,24,1,25
COG4570,Holliday junction resolvase,0,0,0,0,0
COG4571,Outer membrane protease,0,0,0,0,0
COG4572,Putative cation transport regulator,0,0,0,1,1
COG4573,Predicted tagatose 6-phosphate kinase,0,0,0,0,0
COG4574,Serine protease inhibitor ecotin,0,0,0,0,0
COG4575,Uncharacterized conserved protein,0,0,0,1,1
COG4576,Carbon dioxide concentrating mechanism/carboxysome shell protein,0,5,0,1,6
COG4577,Carbon dioxide concentrating mechanism/carboxysome shell protein,0,2,0,2,4
COG4578,Glucitol operon activator,0,0,0,0,0
COG4579,Isocitrate dehydrogenase kinase/phosphatase,4,3,1,9,17
COG4580,Maltoporin (phage lambda and maltose receptor),0,6,0,1,7
COG4581,Superfamily II RNA helicase,0,0,35,14,49
COG4582,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4583,Sarcosine oxidase gamma subunit,0,1,13,1,15
COG4584,Transposase and inactivated derivatives,0,0,8,1,9
COG4585,Signal transduction histidine kinase,2,6,203,31,242
COG4586,"ABC-type uncharacterized transport system, ATPase component",0,0,0,5,5
COG4587,"ABC-type uncharacterized transport system, permease component",0,0,0,2,2
COG4588,"Accessory colonization factor AcfC, contains ABC-type periplasmic domain",0,0,0,0,0
COG4589,Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase,0,3,0,5,8
COG4590,"ABC-type uncharacterized transport system, permease component",0,2,0,2,4
COG4591,"ABC-type transport system, involved in lipoprotein release, permease component",0,40,16,31,87
COG4592,"ABC-type Fe2+-enterobactin transport system, periplasmic component",0,0,0,0,0
COG4594,"ABC-type Fe3+-citrate transport system, periplasmic component",0,0,0,0,0
COG4597,"ABC-type amino acid transport system, permease component",0,2,0,2,4
COG4598,"ABC-type histidine transport system, ATPase component",0,10,0,0,10
COG4603,"ABC-type uncharacterized transport system, permease component",0,6,16,5,27
COG4604,"ABC-type enterochelin transport system, ATPase component",0,0,13,1,14
COG4605,"ABC-type enterochelin transport system, permease component",0,0,13,1,14
COG4606,"ABC-type enterochelin transport system, permease component",0,0,13,2,15
COG4607,"ABC-type enterochelin transport system, periplasmic component",0,0,12,1,13
COG4608,"ABC-type oligopeptide transport system, ATPase component",0,4,33,5,42
COG4615,"ABC-type siderophore export system, fused ATPase and permease components",0,4,0,1,5
COG4618,"ABC-type protease/lipase transport system, ATPase and permease components",0,6,0,0,6
COG4619,"ABC-type uncharacterized transport system, ATPase component",0,0,0,0,0
COG4623,Predicted soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein,1,6,0,5,12
COG4624,"Iron only hydrogenase large subunit, C-terminal domain",0,0,0,0,0
COG4625,Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain,0,4,0,0,4
COG4626,"Phage terminase-like protein, large subunit",0,8,20,9,37
COG4627,Uncharacterized protein conserved in bacteria,0,0,2,15,17
COG4628,Uncharacterized conserved protein,0,1,0,0,1
COG4630,"Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A",0,3,31,1,35
COG4631,"Xanthine dehydrogenase, molybdopterin-binding subunit B",1,4,38,5,48
COG4632,Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,0,0,0,0,0
COG4633,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4634,Uncharacterized protein conserved in bacteria,0,0,0,5,5
COG4635,Flavodoxin,0,0,0,1,1
COG4636,Uncharacterized protein conserved in cyanobacteria,1,4,0,0,5
COG4637,Predicted ATPase,0,2,0,0,2
COG4638,"Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit",0,7,41,7,55
COG4639,Predicted kinase,0,0,0,0,0
COG4640,Predicted membrane protein,0,0,0,0,0
COG4641,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG4642,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4643,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4644,"Transposase and inactivated derivatives, TnpA family",0,0,2,14,16
COG4645,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4646,DNA methylase,0,0,0,2,2
COG4647,"Acetone carboxylase, gamma subunit",0,0,0,0,0
COG4648,Predicted membrane protein,0,1,0,0,1
COG4649,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4650,Sigma54-dependent transcription regulator containing an AAA-type ATPase domain and a DNA-binding domain,0,0,0,0,0
COG4651,"Kef-type K+ transport system, predicted NAD-binding component",0,2,0,6,8
COG4652,Uncharacterized protein conserved in bacteria,0,0,15,0,15
COG4653,Predicted phage phi-C31 gp36 major capsid-like protein,7,2,0,0,9
COG4654,Cytochrome c551/c552,0,0,0,0,0
COG4655,Predicted membrane protein,0,1,0,0,1
COG4656,"Predicted NADH:ubiquinone oxidoreductase, subunit RnfC",0,0,0,0,0
COG4657,"Predicted NADH:ubiquinone oxidoreductase, subunit RnfA",0,2,0,0,2
COG4658,"Predicted NADH:ubiquinone oxidoreductase, subunit RnfD",0,1,0,0,1
COG4659,"Predicted NADH:ubiquinone oxidoreductase, subunit RnfG",0,1,0,1,2
COG4660,"Predicted NADH:ubiquinone oxidoreductase, subunit RnfE",0,0,0,0,0
COG4662,"ABC-type tungstate transport system, periplasmic component",0,0,0,0,0
COG4663,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component",0,0,0,1,1
COG4664,"TRAP-type mannitol/chloroaromatic compound transport system, large permease component",0,0,0,6,6
COG4665,"TRAP-type mannitol/chloroaromatic compound transport system, small permease component",0,0,0,1,1
COG4666,"TRAP-type uncharacterized transport system, fused permease components",0,0,0,1,1
COG4667,Predicted esterase of the alpha-beta hydrolase superfamily,0,0,0,0,0
COG4668,"Mannitol/fructose-specific phosphotransferase system, IIA domain",0,1,0,0,1
COG4669,"Type III secretory pathway, lipoprotein EscJ",0,0,0,0,0
COG4670,Acyl CoA:acetate/3-ketoacid CoA transferase,0,0,0,5,5
COG4671,Predicted glycosyl transferase,0,0,12,1,13
COG4672,Phage-related protein,0,0,0,0,0
COG4674,"Uncharacterized ABC-type transport system, ATPase component",0,0,0,0,0
COG4675,Microcystin-dependent protein,0,4,0,2,6
COG4676,Uncharacterized protein conserved in bacteria,0,3,0,0,3
COG4677,Pectin methylesterase,0,0,0,1,1
COG4678,Muramidase (phage lambda lysozyme),0,1,0,0,1
COG4679,Phage-related protein,0,0,0,0,0
COG4680,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4681,Uncharacterized protein conserved in bacteria,0,2,15,1,18
COG4682,Predicted membrane protein,0,0,0,0,0
COG4683,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4684,Predicted membrane protein,0,0,0,0,0
COG4685,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG4687,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4688,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4689,Acetoacetate decarboxylase,0,0,0,0,0
COG4690,Dipeptidase,0,0,0,0,0
COG4691,Plasmid stability protein,0,1,0,0,1
COG4692,Predicted neuraminidase (sialidase),0,0,0,0,0
COG4693,"Oxidoreductase (NAD-binding), involved in siderophore biosynthesis",0,0,0,0,0
COG4694,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4695,Phage-related protein,0,3,3,3,9
COG4696,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4697,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG4698,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4699,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4700,Uncharacterized protein conserved in bacteria containing a divergent form of TPR repeats,0,0,0,0,0
COG4701,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4702,Uncharacterized conserved protein,0,0,0,0,0
COG4703,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4704,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4705,Uncharacterized membrane-anchored protein conserved in bacteria,1,1,0,3,5
COG4706,Predicted 3-hydroxylacyl-(acyl carrier protein) dehydratase,2,1,0,0,3
COG4707,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4708,Predicted membrane protein,0,0,0,0,0
COG4709,Predicted membrane protein,0,0,7,0,7
COG4710,Predicted DNA-binding protein with an HTH domain,0,0,0,0,0
COG4711,Predicted membrane protein,0,0,0,0,0
COG4712,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG4713,Predicted membrane protein,0,0,0,0,0
